id,title,price,currency_id,ITEM_CONDITION,SINGLE_OWNER,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,ENGINE_DISPLACEMENT,LINE,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,CYLINDERS,ENGINE_MANUFACTURER,LOADING_CAPACITY,LENGTH,MCO1744-CILIND,MCO1744-TRAC,MCO1744-COMBUS,MCO1744-KMTS
MCO866551977,Ford Fiesta ,47800000,COP,Usado,Sí,Ford,4,1.6,Gasolina,59638 km,Fiesta,Mecánica,1.6 Sportback Titanium,2017,1.6 L,g7,5,120 hp,Delantera
MCO866564332,Chevrolet Spark,18450000,COP,Usado,,Chevrolet,4,1.0,Gasolina,102400 km,Spark GT,Mecánica,1.0,2012,1000 L,,,,Delantera
MCO824704127,Baleno Cross ,67670000,COP,Nuevo,,Suzuki,5,1.400,Gasolina,0 km,Baleno,Automática,Baleno cross,2022,1400 cc,,,,4x2,Sí,,,,,,,,
MCO635421960,Nueva Chevrolet Trailblazer 2.8 2022,178990000,COP,Nuevo,,Chevrolet,4,2.8,Diésel,0 km,Trailblazer,Automática,LTZ,2022,2800 cc,,,,4x4,Sí,,,,,,,,
MCO856612321,Renault Kwid Zen ,45150000,COP,Nuevo,,Renault,5,1000,Gasolina,0 km,Kwid,Mecánica,Zen,2022,1 L,,,,Delantera,Sí,,,,,,,,
MCO860968086,Seat Ateca Sport 1.4 ,123990000,COP,Nuevo,,SEAT,5,1.400,Gasolina,0 km,Ateca,Automática,1.4 Style Sport,2021,1400 L,,,,4x2,Sí,,,,,,,,
MCO618905445,Mercedes Benz Clase E 350 Amg Line 4x2 At - 2022 0km Blanco,242900000,COP,Nuevo,,Mercedes-Benz,4,,Híbrido,0 km,Clase E,Automática,E350 AMG LINE,2022,1999 L,,,,4x2,Sí,,,,,,,,
MCO865367182,Kia Picanto 2023 Automatico,54790000,COP,Nuevo,No,Kia,5,1.250,Gasolina,0 km,Picanto,Automática,Vibrant,2023,1250 L,,,,4x2,Sí,,,,,,,,
MCO616269272,Suzuki Swift 1.2 Hybrid Mecanico,68490000,COP,Nuevo,No,Suzuki,5,1.2,Gasolina,0 km,Swift,Mecánica,HIBRIDO,2022,1.2 L,,5,,Delantera,Sí,,,,,,,,
MCO615709686,Suzuki Swift Hibrido 1.2 Mt Autorecargable Sin Pico Y Placa,68590000,COP,Nuevo,,Suzuki,5,1.2,Híbrido,0 km,Swift,Mecánica,Híbrido,2022,1200 cc,,,,Delantera,Sí,,,,,,,,
MCO610958005,Citroen C4 Cactus Feel Modelo 2023  Entrega Inmediata,77900000,COP,Nuevo,No,Citroën,5,1.6,Gasolina,0 km,2023,Automática,Feel,2023,1.6 L,,5,,4x2,Sí,,,,,,,,
MCO810531777,Kia Picanto 2022 ,46190000,COP,Nuevo,No,Kia,5,1.0,Gasolina,0 km,Picanto,Mecánica,mecanica,2022,1 L,,5,,Delantera,No,,,,,,,,
MCO628004341,Ford Escape Se Hibrida 2.0 - 4x2,132990000,COP,Nuevo,No,Ford,5,2.0,Gasolina,0 km,Escape,Automática,Hibrida SE,2021,2 L,,5,,4x2,Sí,,,,,,,,
MCO602179692,Chevrolet Joy Hb 2022,49490000,COP,Nuevo,No,Chevrolet,5,"1,4L",Gasolina,0 km,Joy,Mecánica,HB,2022,1.4 cc,,,,,Sí,,,,,,,,
MCO646046547,Ssangyong Tivoli,59990000,COP,Usado,No,Ssangyong,5,1600,Gasolina,46000 km,Tivoli,Mecánica,MT 4X2,2017,1600 cc,,,,4x2,Sí,,,,,,,,
MCO619478739,Suzuki S.presso Mecanico Modelo 2022 Version Ga,43150000,COP,Nuevo,No,Suzuki,5,1000,Gasolina,0 km,S-Presso,Mecánica,GA,2022,1000 cc,,,,Delantera,Sí,,,,,,,,
MCO619478726,Suzuki Baleno 1.4 Gl Mecanico Plata  Blanco Modelo 2022,64670000,COP,Nuevo,No,Suzuki,5,1.4,Gasolina,0 km,Baleno,Automática,1.4 Gl,2021,1.4 L,,5,96 hp,Delantera,Sí,1373,,,,,,,
MCO862196122,Mercedes Benz Clase E E190,30000000,COP,Usado,No,Mercedes-Benz,4,2000,Gasolina,50000 km,Clase E,Mecánica,E190,1983,,,,,,No,,,,,,,,
MCO656049652,Mazda 3 Touring At Machine | 2023,88860000,COP,Nuevo,No,Mazda,4,2.0L,Gasolina,0 km,3,Automática,3 Touring At Machine,2022,2 cc,,,,,Sí,,,,,,,,
MCO857226816,Hyundai Hb20s Accent Mecánico 2023,62990000,COP,Nuevo,No,Hyundai,4,1.6,Gasolina,0 km,Accent,Mecánica,ADVANCE,2022,1.6 cc,,,,4x2,No,,,,,,,,
MCO834511042,Explorer Limited 2.3  4*4,214990000,COP,Nuevo,Sí,Ford,4,2.300,Gasolina,0 km,Explorer,Automática,LIMITED 2.3 L AT,2021,2300 cc,,,,4x4,Sí,6,,,,,,,
MCO634581500,Chevrolet Onix Turbo Rs 2022,66990000,COP,Nuevo,No,Chevrolet,4,1000 turbo,Gasolina,0 km,Onix,Mecánica,RS Turbo,2021,1000 cc,,,,4x2,Sí,,,,,,,,
MCO865276383,Mercedes Benz Clase C Cls 350,153900000,COP,Usado,No,Mercedes-Benz,5,3500,Gasolina,58500 km,Clase C,Automática,CLS350,2014,,,,,,Sí,,,,,,,,
MCO602502326,Camioneta Citroen C5 Aircross Shine 1.600 Turbo,128990000,COP,Nuevo,No,Citroën,5,,Gasolina,0 km,C5,Automática,c5 aircross,2023,,,,,4x2,No,,,,,,,,
MCO621388050,Ds 7 Crossback Performance Line 2022,166990000,COP,Nuevo,No,DS,5,Turbocargado,Gasolina,0 km,DS7,Automática,CROSSBACK PERFORMANCE LINE,2022,1600 cc,,,,4x2,Sí,,,,,,,,
MCO560556443,Bmw X1 Sdrive20i Xline,159900000,COP,Nuevo,No,BMW,4,BMW TwinPower Turbo 4 cilindros en línea,Gasolina,0 km,X1,Automática,X-Line,2021,1998 cc,,,,4x2,Sí,,,,,,,,
MCO558250502,Ford Explorer Limited  Ecoboost 2021,214990000,COP,Nuevo,No,Ford,4,2.3 TURBO ECOBOOST,Gasolina,0 km,Explorer,Automática,EXPLORER LIMITED ECOBOOST,2020,2.3 cc,,,,,Sí,,,,,,,,
MCO551020076,Mazda 3 Sedán Touring At 2022,87950000,COP,Nuevo,No,Mazda,5,2.0 Gasolina,Gasolina,0 km,MAZDA 3 SEDAN TOURING AT 2022,Automática,MAZDA 3 SEDAN TOURING AT 2022,2022,2 cc,,,,,Sí,,,,,,,,
MCO549147602,Mazda Cx-30 Grand Touring 2.0 At 2022,100950000,COP,Nuevo,No,Mazda,5,2.0 L,Gasolina,0 km,CX-30,Automática,Grand Touring 2.0 AT,2022,2 cc,,,,4x2,Sí,,,,,,,,
MCO592470243,Camioneta Mazda Cx-5 2.5 4x2 Touring 2022,122050000,COP,Nuevo,No,Mazda,5,,Gasolina,0 km,CX-5,Automática,Touring 4x2,2022,2.5 cc,,,,4x2,Sí,,,,,,,,
MCO565261456,"Jumpy Cargo, 2.0 Turbo Diesel",101960000,COP,Nuevo,No,Citroën,3,2000,Diésel,0 km,Jumper,Automática,FEEL,2020,2000 cc,,,,,No,,,,,,,,
MCO551032494,Kia Sportage Gt Line 2022 At. 0 Km.,149490000,COP,Nuevo,No,Kia,5,,Gasolina,0 km,Sportage,Automática,Gt Line At,2021,,,,,,Sí,,,,,,,,
MCO535978243,Mazda Cx-5 Touring 2.0 4x2 Automática 2022,116750000,COP,Nuevo,No,Mazda,5,2.0 L,Gasolina,0 km,CX-5,Automática,Touring,2022,2 cc,,,,4x2,Sí,,,,,,,,
MCO863814040,Suzuki Vitara Live 4x2 Automática Motor 1.6cc  Modelo 2022,83980000,COP,Nuevo,No,Suzuki,5,1.6CC,Gasolina,0 km,Vitara Live 4x2,Automática,Gl,2022,1600 cc,,,,4x2,Sí,,,,,,,,
MCO858094341,Ford Ranger 2023  3.2 Diesel  Limited  Casa Toro Er*,194990000,COP,Nuevo,No,Ford,5,3.2,Diésel,0 km,Ranger,Automática,Limited 4x4,2022,3.2 L,,2,,4x4,Sí,,,,,,,,
MCO857307063,Volkswagen T-cross Comfortline  2022,102990000,COP,Nuevo,No,Volkswagen,4,,Gasolina,0 km,T-Cross,Automática,T-Cross Comfortline Plus,2021,1.6 cc,,,,4x2,Sí,,,,,,,,
MCO857615260,Volkswagen Voyage Comfortline Mt 2022,55490000,COP,Nuevo,No,Volkswagen,4,1.6,Gasolina,0 km,Voyage,Mecánica,Comfortline  MT 1600 CC,2021,1.6 cc,,,,,Sí,4,,,,,,,
MCO555847432,Nuevo Volkswagen Virtus Highline At 2022,80990000,COP,Nuevo,No,Volkswagen,5,1.6,Gasolina,0 km,Virtus,Automática,Highline,2021,1.6 cc,,,,,Sí,,,,,,4x2,Gasolina,0
MCO562518269,Suzuki Nuevo Baleno Cross Mc Gl At 2022,67670000,COP,Nuevo,No,Suzuki,5,GASOLINA,Gasolina,0 km,Baleno,Automática,NUEVO BALENO CROSS MC,2021,1400 cc,,,,4x2,Sí,4,,,,,,,
MCO866538503,Chevrolet Captiva Lt At 1500cc Turbo,98000000,COP,Usado,,Chevrolet,5,1500,Gasolina,22894 km,Captiva,Automática,LT AT 1500CC Turbo,2020,,,,,4x2,Sí,,,,,,,,
MCO866551183,Chevrolet Sonic Lt 1.6 2015 Iiw832,41900000,COP,Usado,,Chevrolet,5,,Gasolina,47254 km,Sonic,Mecánica,LT,2015,,,,,,,,,,,,,,
MCO866556804,Chevrolet Luv Dmax Ls 3.0 Turbo Diesel 4x4 2012,74800000,COP,Usado,Sí,Chevrolet,4,3.0,Diésel,103000 km,LUV,Mecánica,3.0 Dmax 2 4x4,2012,2999 cc,,5,130 hp,4x4,,,,,,,,,
MCO866426009,Bmw X5 2021,282000000,COP,Usado,Sí,BMW,5,3.0,Diésel,4800 km,X5,Automática,3.0 Xdrive30d,2021,2993 cc,,5,258 hp,4x4,Sí,,,,,,,,
MCO866418845,Mercedes Benz Gla 200 Sport 1.6 Aut 5p 2019 Fyl905,119900000,COP,Usado,,Mercedes-Benz,4,,Gasolina,39716 km,Clase GLA,Automática,200 SPORT,2019,,,,,,,,,,,,,,
MCO866046720,Chevrolet Tracker Ls20151.8 Ccmt ,55900000,COP,Usado,No,Chevrolet,5,1800,Gasolina,62780 km,2015,Mecánica,LS,2015,1800 L,,,,Delantera,Sí,,,,,,,,
MCO866045210,Renault Kwid Outsider Gasolina - 2020,42500000,COP,Usado,No,Renault,5,1.0,Gasolina,12653 km,Kwid,Mecánica,1.0 12v,2020,1 L,,5,66 hp,4x2,Sí,,,,,,,,
MCO865950992,Ford Escape2.0cc At 2019 ,105900000,COP,Usado,Sí,Ford,5,2.0,Gasolina,30852 km,Escape,Automática,2.0 Se 4x2,2019,2 L,,5,245 hp,4x2,Sí,,,,,,,,
MCO865937378,Toyota Corolla 11 Fl Xei At 1800,48000000,COP,Usado,,Toyota,4,1800,Gasolina,104898 km,COROLLA 11 FL XEI AT 1800,Automática,COROLLA 11 FL XEI AT 1800,2011,1800 L,,,,4x2,Sí,,,,,,,,
MCO865872257,Volvo Xc60 T6,62500000,COP,Usado,Sí,Volvo,5,3.0,Gasolina,83000 km,XC60,Automática,3.0 T6 Premium Awd,2011,3 L,,5,304 hp,4x4,Sí,,,,,,,,
MCO865561456,Chevrolet Silverado 5.o Cc ,42900000,COP,Usado,,Chevrolet,4,5.0,Gasolina,93000 km,Silverado,Automática,FLEET SIDE,1991,5000 cc,,,,4x2,,,,,,,,,
MCO865655593,Bmw Serie 3 2.3 323i E30 Coupe,47500000,COP,Usado,No,BMW,2,2.3,Gasolina,250000 km,Serie 3,Mecánica,2.3 323i E30 Coupe,1983,2.3 L,,2,,Delantera,Sí,,,,,,,,
MCO865550368,Toyota Prado 2015 3.0 Tx-l Fl 161 Hp,185900000,COP,Usado,No,Toyota,5,3.0,Diésel,170000 km,Prado,Automática,3.0 Tx-l Fl 161 hp,2015,3 L,,5,161 hp,4x4,Sí,,,,,,,,
MCO865524436,Dodge Journey 2014 2.4 Se Fl,52500000,COP,Usado,,Dodge,5,2.4,Gasolina,83942 km,Journey,Mecánica,2.4 Se Fl,2014,2.4 L,,5,173 hp,4x2,,,,,,,,,
MCO865405317,Kia Rio Ub Ex Hb Mt 2014,44000000,COP,Usado,,Kia,4,1.4,Gasolina,72844 km,Rio,Mecánica,1.4 spice  Mt,2014,1400 L,,,,Delantera,,,,,,,,,
MCO865356043,Chevrolet Spark Mt 1000cc Sa,19800000,COP,Usado,No,Chevrolet,5,1000,Gasolina,128500 km,Spark,Mecánica,mt 1000cc sa,2012,1000 L,,,,4x2,No,,,,,,,,
MCO865354007,Mazda Bt-50 3.2 Professional 2018 ,125000000,COP,Usado,,Mazda,4,3.2,Diésel,100000 km,BT-50,Automática,3.2 Professional,2018,3.2 L,,2,197 hp,4x4,Sí,,,,,,,,
MCO865334734,Peugeot 3008 2021 1.6 Allure,122900000,COP,Usado,,Peugeot,5,1.6,Gasolina,15500 km,3008,Automática,1.6 Allure,2021,1.6 L,,5,165 hp,4x2,Sí,,,,,,,,
MCO865477449,Renault Sandero Stepway Mt 1.6 2019,47900000,COP,Usado,Sí,Renault,5,1.6,Gasolina,50000 km,Stepway,Mecánica,1.6 Expression / Zen,2019,1.6 L,,5,105 hp,Delantera,Sí,,,,,,,,
MCO865170319,Renault Duster Oroch 2020 2.0 Dynamique,73000000,COP,Usado,,Renault,2,2.0,Gasolina,61000 km,Duster Oroch,Automática,2.0 Dynamique,2020,2 L,,2,143 hp,4x2,Sí,,,,,,,,
MCO865079220,Nivus Mecanica Comfortline 2022 Vw,79990000,COP,Nuevo,,Volkswagen,4,1.0,Gasolina,0 km,Nivus,Mecánica,Comfortline,2022,999 L,,,,4x2,,,,,,,,,
MCO865017323,Chevrolet Joy 1.4 Ls,44900000,COP,Usado,,Chevrolet,5,1.4,Gasolina,34300 km,Joy,Mecánica,1.4 Ls,2021,1400 cc,,,,4x2,Sí,,,,,,,,
MCO865017267,Chevrolet Onix 2020 1.4 Lt,54900000,COP,Usado,,Chevrolet,4,1.4,Gasolina,33600 km,Onix,Mecánica,1.4 Lt,2020,1.4 L,,5,98 hp,Delantera,Sí,,,,,,,,
MCO864578517,Fiat Palio Fire 2006,15900000,COP,Usado,No,Fiat,5,1.3,Gasolina,125000 km,Palio,Mecánica,1.3 Ex Fire,2006,1242 cc,,5,82 hp,Delantera,No,,,,,,,,
MCO864436840,Chevrolet Sail Ls 1 Air Bag Abs 1.4 2017 Ixp848,35900000,COP,Usado,,Chevrolet,5,,Gasolina,65222 km,Sail,Mecánica,LS,2017,,,,,,,,,,,,,,
MCO864479559,Ssanyong Korando,48000000,COP,Usado,No,Ssangyong,5,2.0,Gasolina,63000 km,Korando,Automática,2.0 C Gasolina 4x4,2014,2 L,,5,147 hp,4x4,Sí,,,,,,,,
MCO864327997,Daihatsu Rocky 4x4,24000000,COP,Usado,No,Daihatsu,3,1900,Gasolina,100000 km,Rocky,Mecánica,1.9 4x4,1989,1900 cc,,,,4x4,No,,,,,,,,
MCO864206105,Toyota Fj Cruiser 4x4 At Cc4000,174900000,COP,Usado,,Toyota,5,,Gasolina,88000 km,Fj Cruiser,Automática,4X4 AT CC4000,2015,4000 cc,,,,4x4,Sí,,,,,,,,
MCO863883261,Toyota Fortuner 2.7 4x4 At 2010,88900000,COP,Usado,,Toyota,4,2.7,Gasolina,187773 km,Fortuner,Automática,SR5,2010,2700 cc,,,,4x4,,,,,,,,,
MCO863892276,Hyundai I25 Accent 1.6 Hb  2012  Rmx575,41900000,COP,Usado,,Hyundai,5,1.6,Gasolina,94464 km,Accent,Mecánica,1.6l 5 p,2012,1591 cc,,5,122 hp,Delantera,,,,,,,,,
MCO863783158,Suzuki Ciaz 2017,37900000,COP,Usado,No,Suzuki,4,1.4,Gasolina,37000 km,Ciaz,Mecánica,1.4 Gl,2017,1.4 L,,5,96 hp,Delantera,Sí,,,,,,,,
MCO863813615,Mazda All New 2 Touring 1.5 2021 Jvw884,69900000,COP,Usado,,Mazda,5,1.5,Gasolina,13729 km,2,Mecánica,1.5 Touring,2021,1.5 L,,5,106 hp,Delantera,Sí,,,,,,,,
MCO863528529,Renault Stepway Intens  2018  Eiu675,55900000,COP,Usado,,Renault,5,1.6,Gasolina,29725 km,Stepway,Mecánica,1.6 Dynamique / Intens Mecánica,2018,1.6 L,,5,105 hp,Delantera,Sí,,,,,,,,
MCO863457264,Toyota Rav4 Xle,143900000,COP,Usado,,Toyota,5,2.0,Gasolina,22000 km,RAV4,Automática,XLE,2020,2000 cc,,,,4x2,Sí,,,,,,,,
MCO863362545,Audi A3 Sportback 2009 1.6 Mec. Fwd 933,34000000,COP,Usado,,Audi,2,1.6,Gasolina,151000 km,A3,Mecánica,1.6,2009,1.6 L,,2,100 hp,Delantera,Sí,,,,,,,,
MCO863399382,Citroen Ds3 2011,35990000,COP,Usado,No,Citroën,5,1.6,Gasolina,75000 km,DS3,Mecánica,1.6 Sport Chic 156hp,2011,1598 cc,,5,156 hp,Delantera,Sí,,,,,,,,
MCO863250624,Chevrolet Equinox Premier 4x4 Mod 2018 At,97900000,COP,Usado,,Chevrolet,5,1.5,Gasolina,85290 km,Equinox,Automática,1.5 Premier,2018,1.5 L,,5,170 hp,4x4,Sí,,,,,,,,
MCO863359529,Nissan Frontier 2.5l Asl Gasolina,83000000,COP,Usado,Sí,Nissan,4,2.5,Gasolina,96000 km,Frontier,Mecánica,2.5l Asl Gasolina,2017,2.5 L,,2,,4x2,Sí,,,,,,,,
MCO863269557,Toyota Hilux Estacas,53000000,COP,Usado,,Toyota,2,2.4,Gasolina,100 km,Hilux,Mecánica,2.4 Et,2004,2438 cc,g6,2,140 hp,4x2,Sí,,,,,,,,
MCO863696821,Mazda B 2600 D.c M/t 4x4,47900000,COP,Usado,No,Mazda,4,2.6,Gasolina,250634 km,B2600,Mecánica,2.6 B26dc3,2005,2605 cc,,5,127 hp,4x4,Sí,,,,,,,,
MCO863031720,Mercedes Benz B200 Turbo,34000000,COP,Usado,,Mercedes-Benz,5,2000,Gasolina,71000 km,Clase B,Automática,B200 TURBO,2007,,,,,,Sí,,,,,,,,
MCO862922367,Nissan Versa Advance Gasolina - 2022,74000000,COP,Usado,No,Nissan,5,1.6,Gasolina,8007 km,Versa,Mecánica,Advance,2022,1598 L,,,,4x2,,,,,,,,,
MCO863696821,Mazda B 2600 D.c M/t 4x4,47900000,COP,Usado,No,Mazda,4,2.6,Gasolina,250634 km,B2600,Mecánica,2.6 B26dc3,2005,2605 cc,,5,127 hp,4x4,Sí,,,,,,,,
MCO863031720,Mercedes Benz B200 Turbo,34000000,COP,Usado,,Mercedes-Benz,5,2000,Gasolina,71000 km,Clase B,Automática,B200 TURBO,2007,,,,,,Sí,,,,,,,,
MCO862922367,Nissan Versa Advance Gasolina - 2022,74000000,COP,Usado,No,Nissan,5,1.6,Gasolina,8007 km,Versa,Mecánica,Advance,2022,1598 L,,,,4x2,,,,,,,,,
MCO863031392,Mercedes-benz Clase A 2015 1.6 A 200,69900000,COP,Usado,,Mercedes-Benz,5,1.6,Gasolina,68000 km,Clase A,Automática,1.6 A 200,2015,1.6 L,,5,154 hp,Delantera,Sí,,,,,,,,
MCO863031056,Renault Kwid Outsider Gasolina - 2020,41000000,COP,Usado,No,Renault,5,1.0,Gasolina,35611 km,Kwid,Mecánica,1.0 12v,2020,1 L,,5,66 hp,4x2,Sí,,,,,,,,
MCO862953804,Volkswagen Gol Trendline Gasolina - 2017,38900000,COP,Usado,No,Volkswagen,5,1.6,Gasolina,40415 km,Gol,Mecánica,1.6 Trendline g6,2017,1.6 L,g6,5,99 hp,Delantera,Sí,,,,,,,,
MCO862953643,Bmw 135i  600hp 2012,82800000,COP,Usado,,BMW,2,3.0,Gasolina,19000 km,Serie 1,Automática,3.0 135i E82 Coupe,2012,3 L,,2,306 hp,Trasera,Sí,,,,,,,,
MCO863034064,Mitsubishi Sportero 2015,95000000,COP,Usado,No,Mitsubishi,4,,Diésel,125000 km,L200 SPORTERO,Automática,L200 SPORTERO,2015,,,,,4x4,Sí,,,,,,,,
MCO862755852,Mazda,56200000,COP,Usado,,Mazda,4,2.0,Gasolina,68800 km,3,Automática,2.0 Prime,2017,2 L,,5,153 hp,Delantera,Sí,,,,,,,,
MCO862773679,Kia Picanto 1.25l ,28500000,COP,Usado,No,Kia,5,1.2,Gasolina,105000 km,Picanto,Mecánica,1.25 Ion Xtrem,2013,1.2 L,,5,87 hp,Delantera,Sí,,,,,,,,
MCO862602446,Ford Ranger Xl 3.2 Diesel Mecanica 4x4 Modelo 2023 Cb,144990000,COP,Nuevo,,Ford,4,LINEA,Diésel,0 km,Ranger,Mecánica,XL 4X4 DIESEL MECANICA,2022,3200 cc,,,,4x4,Sí,,,,,,,,
MCO862402541,Suzuki Grand Vitara Automatico 4x2 Gasolina,61000000,COP,Usado,,Suzuki,5,2.4,Gasolina y gas,81758 km,Grand Vitara,Automática,2.4 Sz Glx Sport 4x2,2016,2.4 L,,5,163 hp,4x2,Sí,,,,,,,,
MCO862295717,Mercedes Benz A 200 2016,78900000,COP,Usado,Sí,Mercedes-Benz,5,1.6,Gasolina,22800 km,Clase A,Automática,1.6 A 200,2016,1.6 L,,5,154 hp,Delantera,Sí,,,,,,,,
MCO862132654,Renault Symbol 2006 1.4 Alize,14500000,COP,Usado,No,Renault,4,1.4,Gasolina,110000 km,Symbol,Mecánica,1.4 Alize,2006,1390 cc,,5,95 hp,Delantera,Sí,,,,,,,,
MCO865899096,Chevrolet Beat Ltz 1.2 Mecánico Modelo 2019 Fny941,44900000,COP,Usado,,Chevrolet,4,,Gasolina,37235 km,Beat,Mecánica,LTZ,2019,,,,,,,,,,,,,,
MCO861975873,Dodge Journey Se/express [fl] Gasolina - 2011,52000000,COP,Usado,No,Dodge,5,2.4,Gasolina,54575 km,Journey,Automática,2.4 Se/express,2011,2360 cc,,5,173 hp,4x2,,,,,,,,,
MCO861412058,Chevrolet Aveo,28990000,COP,Usado,,Chevrolet,5,16,Gasolina,122000 km,AVEO EMOTION,Mecánica,1.6L AA 2AB ABS,2012,1600 L,,,,Delantera,Sí,,,,,,,,
MCO861379843,Suzuki Vitara Awd Mt,61000000,COP,Usado,,Suzuki,5,1.6,Gasolina,66527 km,Vitara,Mecánica,1.6 Gl,2018,1.6 L,,5,115 hp,4x2,Sí,,,,,,,,
MCO860968383,Mercedes-benz Clase Glc 2020 2.0 4matic Coupe,204900000,COP,Usado,,Mercedes-Benz,5,2.0,Gasolina,15800 km,Clase GLC,Automática,2.0 4matic Coupe,2020,1991 cc,,5,208 hp,4x4,Sí,,,,,,,,
MCO860042708,Nissan Frontier 2.5 4x4 Diesel 2012,76900000,COP,Usado,Sí,Nissan,2,2.5,Diésel,118000 km,Frontier,Mecánica,2.5l 133 hp 4x4,2012,2488 cc,,2,133 hp,4x4,Sí,,,,,,,,
MCO860061409,Volkswagen Jetta 2.5 2014 Trendline,40990000,COP,Usado,Sí,Volkswagen,4,2.5,Gasolina,128000 km,Jetta,Mecánica,2.5 Trendline,2014,2.5 L,vi,5,,Delantera,Sí,,,,,,,,
MCO859228774,Suzuki Grand Vitara 2.7 Sz 4x4,44500000,COP,Usado,No,Suzuki,5,2.7,Gasolina,114000 km,Grand Vitara,Automática,2.7 sz 4x4,2009,2736 cc,,5,,4x4,Sí,,,,,,,,
MCO859246887,Ford New Ranger Xls 3.2 4x4 Diesel2019 Fyv815,127900000,COP,Usado,,Ford,4,3.2,Diésel,51239 km,Ranger,Mecánica,3.2 Xls,2019,3.2 L,,2,197 hp,4x4,Sí,,,,,,,,
MCO859169549,Toyota Prado Sumo 3p  2009,72000000,COP,Usado,,Toyota,3,2.7,Gasolina,221000 km,Prado,Mecánica,2.7 Sumo,2009,2700 cc,,5,150 hp,4x4,Sí,,,,,,,,
MCO858952294,Ford Ecosport 2 2015 2.0 Titanium,54900000,COP,Usado,No,Ford,5,2.0,Gasolina,77500 km,Ecosport 2,Mecánica,2.0 Titanium,2015,2 L,,5,138 hp,4x2,Sí,,,,,,,,
MCO858909433,Renault Logan Intens Cvt Ph2 ,62000000,COP,Usado,,Renault,4,,Gasolina,12050 km,Logan,Automática,INTENS CVT PH2,2022,,,,,,,,,,,,,,
MCO858927747,Bmw Serie 1 2015 1.6 118i F20 Standard M,72900000,COP,Usado,,BMW,5,1.6,Gasolina,43500 km,Serie 1,Automática,1.6 118i F20 Standard M,2015,1.6 L,,5,170 hp,Trasera,Sí,,,,,,,,
MCO858521371,Nissan Frontier Np300 4x4 Diesel Mod 2016,93900000,COP,Usado,,Nissan,4,2.5,Diésel,85473 km,Frontier,Mecánica,2.5l Asl Diésel 4x4,2016,2.5 L,,2,161 hp,4x4,Sí,,,,,,,,
MCO858520899,Ford Ecosport Se At,62649351,COP,Usado,,Ford,5,2.0,Gasolina,79294 km,Ecosport 2,Automática,2.0 Se,2015,2 L,,5,138 hp,4x2,Sí,,,,,,,,
MCO858526993,Ford Fiesta Sportback Se 1.6 Tel 3114558969,46900000,COP,Usado,No,Ford,4,,Gasolina,55000 km,Fiesta,Mecánica,sportback se 1.6,2016,,,,,,No,,,,,,,,
MCO858529519,Nissan New Sentra Advance 2.0 Aut  2022  Jxu014,98500000,COP,Usado,,Nissan,4,2000,Gasolina,3688 km,Sentra,Automática,ADVANCE 2.0 AUT,2022,2000 L,,,,Delantera,,,,,,,,,
MCO858049546,Mercedes Benz Gle250d Cc2150 Diesel Blindaje 2+,169800000,COP,Usado,Sí,Mercedes-Benz,5,2.2,Diésel,37800 km,Clase GLE,Automática,2.2 Cdi 4matic,2017,2.2 L,,5,204 hp,4x4,Sí,,,,,,,,
MCO857573014,Jeep Grand Cherokee 4x4 Cc3700,54900000,COP,Usado,,Jeep,5,3.7,Gasolina,88524 km,Grand Cherokee,Automática,3.7 Laredo,2009,3701 cc,,5,210 hp,4x4,Sí,,,,,,,,
MCO857582329,Mazda 2 Mazda 2 Sedán Gt Lx,75950000,COP,Nuevo,,Mazda,4,,Gasolina,0 km,2,Automática,Mazda 2 Sedán GT LX,2023,1500 cc,,,,Delantera,Sí,,,,,,,,
MCO857293451,Nissan March 1.6 Sense Aut. 2016  Iks268,45500000,COP,Usado,,Nissan,5,1.6,Gasolina,61114 km,March,Automática,1.6 Sense,2016,1.6 L,,5,106 hp,Delantera,Sí,,,,,,,,
MCO857222088,Renault Stepway Intens Mt,68690000,COP,Nuevo,,Renault,5,1600,Gasolina,0 km,Stepway,Mecánica,Intens MT,2022,1600 cc,,,,Delantera,Sí,,,,,,,,
MCO860597926,Volkswagen Jetta,27800000,COP,Usado,No,Volkswagen,4,2.0,Gasolina,110000 km,Jetta,Automática,2.0 Trendline,2006,2000 cc,iv,5,115 hp,Delantera,Sí,,,,,,,,
MCO860927542,Volkswagen Saveiro 1.6l Gasolina - 2019,40800000,COP,Usado,No,Volkswagen,2,1.6,Gasolina,39814 km,Saveiro,Mecánica,1.6l,2019,1.6 L,g7,2,99 hp,4x2,Sí,,,,,,,,
MCO857104955,Accent Versión Adv 2023 Mecánico,61930000,COP,Nuevo,No,Hyundai,4,,Gasolina,0 km,Accent,Mecánica,ADVANCE,2023,1600 L,,,,Delantera,Sí,,,,,,,,
MCO865718681,Mazda B2200 4x2 Doble Cabina Excelente Estado!!,38500000,COP,Usado,No,Mazda,4,2.2,Gasolina,190000 km,B2200,Mecánica,2.2 B22cs3 4x2,2007,2184 cc,,2,99 hp,4x2,Sí,,,,,,,,
